City,Airport,Acronym,Latitude,Longitude,re_check_in
Beijing,Beijing Nanyuan Airport,NAY,39.78279876708984,116.38800048828124,1
Chifeng,Chifeng Airport,CIF,42.23500061035156,118.90799713134766,1
Changzhi,Changzhi Airport,CIH,36.247501,113.125999,0
Datong,Datong Airport,DAT,40.060299,113.482002,1
Hohhot,Baita International Airport,HET,40.851398,111.823997,0
Baotou,Baotou Airport,BAV,40.560001373291016,109.99700164794922,0
Shijiazhuang,Shijiazhuang Daguocun International Airport,SJW,38.28070068359375,114.6969985961914,1
Tongliao,Tongliao Airport,TGO,43.556702,122.199997,0
Ulanhot,Ulanhot Airport,HLH,46.195333,122.008333,1
Xilinhot,Xilinhot Airport,XIL,43.91559982299805,115.96399688720705,0
Beihai,Beihai Airport,BHY,21.5394,109.293999,1
Changde,Changde Airport,CGD,28.9188995361,111.63999939,1
Dayong,Dayong Airport,DYG,29.1028,110.443001,1
Meixian,Meixian Airport,MXZ,24.350000381469727,116.13300323486328,0
Zhuhai,Zhuhai Jinwan Airport,ZUH,22.006399,113.375999,0
Liuzhou,Liuzhou Bailian Airport,LZH,24.2075,109.390999,1
Zhanjiang,Zhanjiang Airport,ZHA,21.214399,110.358002,0
Enshi,Enshi Airport,ENH,30.3202991486,109.48500061,0
Nanyang,Nanyang Jiangying Airport,NNY,32.980801,112.614998,1
Xiangfan,Xiangyang Liuji Airport,XFN,32.1506,112.291,1
Yichang,Yichang Sanxia Airport,YIH,30.55655,111.479988,0
Ankang,Ankang Wulipu Airport,AKA,32.708099,108.931,1
Golmud,Golmud Airport,GOQ,36.4006,94.786102,0
Hanzhong,Hanzhong Chenggu Airport,HZG,33.134136,107.206014,1
Qingyang,Qingyang Airport,IQN,35.799702,107.602997,0
Xining,Xining Caojiabu Airport,XNN,36.5275,102.042999,1
Yan'an,Yan'an Ershilipu Airport,ENY,36.636902,109.554001,1
Yulin,Yulin Yuyang Airport,UYN,38.35971,109.590927,0
Arvaikheer,Arvaikheer Airport,AVK,46.250301361083984,102.802001953125,1
Altai,Altai Airport,LTI,46.37639999389648,96.22109985351562,1
Bayankhongor,Bayankhongor Airport,BYN,46.16329956054688,100.7040023803711,1
Dalanzadgad,Dalanzadgad Airport,DLZ,43.59170150756836,104.43000030517578,1
Khovd,Khovd Airport,HVD,47.9541015625,91.6281967163086,0
Muren,Mörön Airport,MXV,49.66329956054688,100.0989990234375,1
Shangri-La,Diqing Airport,DIG,27.7936,99.6772,0
Luxi,Mangshi Airport,LUM,24.4011,98.5317,1
Simao,Pu'er Simao Airport,SYM,22.793301,100.959,1
Zhaotong,Zhaotong Airport,ZAT,27.32559967041016,103.75499725341795,1
Ganzhou,Ganzhou Airport,KOW,25.853333,114.778889,0
Jingdezhen,Jingdezhen Airport,JDZ,29.3386001587,117.176002502,0
Jiujiang,Jiujiang Lushan Airport,JIU,29.476944,115.801111,1
Quzhou,Quzhou Airport,JUZ,28.965799,118.899002,1
Lianyungang,Lianyungang Airport,LYG,34.571667,118.873611,1
Huangyan,Huangyan Luqiao Airport,HYN,28.56220054626465,121.4290008544922,0
Linyi,Shubuling Airport,LYI,35.04610061645508,118.41200256347656,1
Quanzhou,Quanzhou Jinjiang International Airport,JJN,24.7964,118.589996,0
Huangshan,Tunxi International Airport,TXN,29.733299255371094,118.25599670410156,0
Weifang,Weifang Airport,WEF,36.646702,119.119003,0
Weihai,Weihai Airport,WEH,37.18709945678711,122.22899627685548,0
Wuxi,Sunan Shuofang International Airport,WUX,31.4944000244,120.429000854,1
Wuyishan,Nanping Wuyishan Airport,WUS,27.7019,118.000999,1
Wenzhou,Wenzhou Longwan International Airport,WNZ,27.912201,120.851997,0
Yancheng,Yancheng Airport,YNZ,33.425833,120.203056,0
Yiwu,Yiwu Airport,YIW,29.3446998596,120.031997681,0
Zhoushan,Zhoushan Airport,HSN,29.9342002869,122.361999512,0
Bangda,Qamdo Bangda Airport,BPX,30.553600311279297,97.1082992553711,1
Dazhou,Dachuan Airport,DAX,31.1302,107.4295,1
Guangyuan,Guangyuan Airport,GYS,32.3911018371582,105.7020034790039,0
Luzhou,Luzhou Airport,LZO,28.85219955444336,105.39299774169922,1
Mianyang,Mianyang Airport,MIG,31.4281005859375,104.74099731445312,0
Nanchong,Nanchong Airport,NAO,30.79545,106.1626,0
Nyingchi,Nyingchi Airport,LZY,29.303300857543945,94.33529663085938,1
Wanxian,Wanxian Airport,WXN,30.8017,108.433,0
Aksu,Aksu Airport,AKU,41.262501,80.291702,1
Qiemo,Qiemo Yudu Airport,IQM,38.233611,85.465556,0
Kuqa,Kuqa Airport,KCA,41.677856,82.872917,1
Korla,Korla Airport,KRL,41.69779968261719,86.12889862060547,1
Karamay,Karamay Airport,KRY,45.46655,84.9527,0
Yining,Yining Airport,YIN,43.955799,81.330299,1
Heihe,Heihe Airport,HEK,50.1716209371,127.308883667,0
Jiamusi,Jiamusi Airport,JMU,46.84339904789999,130.464996338,0
Jinzhou,Jinzhou Airport,JNZ,41.10139846801758,121.06199645996094,1
Qiqihar,Qiqihar Sanjiazi Airport,NDG,47.23960113525391,123.91799926757812,1
Yanji,Yanji Chaoyangchuan Airport,YNJ,42.8828010559,129.451004028,1
Waikoloa Village,Waikoloa Heliport,WKL,19.9205,-155.8607,1
Mount Keith,Mount Keith Airport,WME,-27.286399841308597,120.55500030517578,0
Los Roques,Los Roques Airport,LRV,11.9499998093,-66.66999816890001,0
Inis Mor,Inishmore Aerodrome,IOR,53.1067008972168,-9.653610229492188,0
Indreabhan,Connemara Regional Airport,NNR,53.23030090332031,-9.467780113220217,1
Ruegen,Rügen Airport,GTI,54.3833312988,13.3255558014,0
Berezovo,Berezovo Airport,EZV,63.92100143432617,65.03050231933594,1
Szczecin,Szczecin-Dąbie Airport,\N,53.3921012878418,14.63379955291748,0
Worcester,Worcester Regional Airport,ORH,42.26729965209961,-71.87570190429688,0
Anqing,Anqing Tianzhushan Airport,AQG,30.582199,117.050003,0
Qinhuangdao,Shanhaiguan Airport,SHP,39.968102,119.731003,1
Yuncheng,Yuncheng Guangong Airport,YCU,35.116391,111.031388889,0
Lanzhou,Lanzhou City Airport,\N,36.033333,103.86667,0
Jiayuguan,Jiayuguan Airport,JGN,39.856899,98.3414,1
Dandong,Dandong Airport,DDG,40.0247,124.286003,1
Dongsheng,Ordos Ejin Horo Airport,DSN,39.49,109.861388889,0
Panzhihua,Bao'anying Airport,PZI,26.54,101.79852,1
Bremerton,Bremerton National Airport,PWT,47.490200042725,-122.76499938965,1
Spencer,Spencer Municipal Airport,SPW,43.165500640869,-95.202796936035,1
Jefferson City,Jefferson City Memorial Airport,JEF,38.5912017822,-92.1560974121,0
Tannheim,Tannheim Airfield,\N,48.009998,10.098611,0
Unst,Unst Airport,UNT,60.74720001220703,-0.8538500070571899,0
Pagerungan,Berkley Structures Heliport,\N,47.682043,-122.148456,0
Provincetown,Provincetown Municipal Airport,PVC,42.0718994141,-70.2213973999,1
Seria,Anduki Airport,\N,4.637000083920001,114.382003784,0
Gustavia,Gustaf III Airport,SBH,17.904399871826172,-62.84360122680664,1
Kostroma,Kostroma Sokerkino Airport,KMW,57.7969017029,41.0194015503,0
Sukhumi,Sukhumi Dranda Airport,SUI,42.8582000732,41.1281013489,0
Tambow,Donskoye Airport,TBW,52.806098937988,41.482799530029,0
North Connel,Oban Airport,OBN,56.4635009765625,-5.399670124053955,0
Erechim,Erechim Airport,ERM,-27.66189956665039,-52.2682991027832,0
Prangins,La Côte Airport,\N,46.40639877319336,6.258059978485107,1
Courcheval,Courchevel Airport,CVF,45.39670181274414,6.6347198486328125,1
Fullerton,Fullerton Municipal Airport,FUL,33.8720016479,-117.980003357,0
Concord,Concord-Padgett Regional Airport,USA,35.387798,-80.709099,0
Isle Of Wight,Isle of Wight / Sandown Airport,\N,50.653099,-1.18221998,1
Navoi,Navoi Airport,NVI,40.1171989440918,65.1707992553711,0
Andernos-Les-Bains,Andernos Les Bains Airport,\N,44.7561,-1.06333,0
Nauen,Bienenfarm Airport,\N,52.661667,12.745833,0
Setif,Ain Arnat Airport,QSF,36.178100585900005,5.32449007034,0
La Rochelle,La Rochelle-Île de Ré Airport,LRH,46.17919921875,-1.1952799558639526,0
Hailey,Friedman Memorial Airport,SUN,43.50439835,-114.2959976,1
Yverdon-Les-Bains,Yverdon-les-Bains Airport,\N,46.7619018555,6.61332988739,1
Bielsko-Biala,Bielsko Biala Airport,\N,49.80500030517578,19.00189971923828,1
Mason City,Mason City Municipal Airport,MCW,43.157798767100005,-93.3312988281,1
Mesa,Phoenix-Mesa-Gateway Airport,AZA,33.30780029,-111.6549988,0
Saul,Saúl Airport,XAU,3.61361,-53.204201,0
Lake Tekapo,Tekapo Aerodrome,\N,-44.0052986145,170.444000244,1
Niederoeblarn,Niederoeblarn Airport,\N,47.478298,14.0083,1
Bad Voeslau,Vöslau Airport,\N,47.96500015258789,16.260000228881836,1
Uetersen,Uetersen/Heist Airport,\N,53.64638900756836,9.704167366027832,1
Anaktuvuk Pass,Anaktuvuk Pass Airport,AKP,68.13359833,-151.7429962,0
Anvik,Anvik Airport,ANV,62.646702,-160.190994,1
Atqasuk,Atqasuk Edward Burnell Sr Memorial Airport,ATK,70.46730041503906,-157.43600463867188,1
Gambell,Gambell Airport,GAM,63.76679992675781,-171.73300170898438,1
Hooper Bay,Hooper Bay Airport,HPB,61.52389908,-166.1470032,0
Kaltag,Kaltag Airport,KAL,64.31909943,-158.7409973,1
St Mary's,St Mary's Airport,KSM,62.0605011,-163.302002,0
Kivalina,Kivalina Airport,KVL,67.73619842529297,-164.56300354003906,1
Mekoryuk,Mekoryuk Airport,MYU,60.37139892578125,-166.27099609375,0
Ruby,Ruby Airport,RBY,64.72720337,-155.4700012,1
Shishmaref,Shishmaref Airport,SHH,66.249604,-166.089112,1
Savoonga,Savoonga Airport,SVA,63.6864013671875,-170.4929962158203,0
Noatak,Noatak Airport,WTK,67.56610107421875,-162.97500610351562,0
Ormoc City,Ormoc Airport,OMC,11.05799961090088,124.56500244140624,0
Puvirnituq,Puvirnituq Airport,YPX,60.05059814453125,-77.28690338134766,1
Tasiujaq,Tasiujaq Airport,YTQ,58.66780090332031,-69.95580291748047,0
Arctic Village,Arctic Village Airport,ARC,68.1147,-145.578995,0
Imo,Sam Mbakwe International Airport,QOW,5.427060127258301,7.206029891967773,0
La Fortuna/San Carlos,Arenal Airport,FON,10.478,-84.634499,0
Nicoya,Tambor Airport,TMU,9.73852,-85.013802,0
Cauayan,Cauayan Airport,CYZ,16.9298992157,121.752998352,1
Apatity,Kirovsk-Apatity Airport,KVK,67.46330261230469,33.58829879760742,0
Governador Valadares,Coronel Altino Machado de Oliveira Airport,GVR,-18.89520072937,-41.982200622559,0
Port Clarence,Port Clarence Coast Guard Station,KPC,65.2537002563,-166.85899353,0
Pajala,Pajala Airport,PJA,67.24559783935547,23.06889915466309,0
Bella Coola,Bella Coola Airport,QBC,52.387501,-126.596001,1
Hagerstown,Hagerstown Regional Richard A Henson Field,HGR,39.707901,-77.72949982,0
Araracuara,Araracuara Airport,ACR,-0.5833,-72.4083,1
Gorakhpur,Gorakhpur Airport,GOP,26.7397003174,83.4496994019,0
Sand Point,Sand Point Airport,SDP,55.31499862670898,-160.5229949951172,1
Hami,Hami Airport,HMI,42.8414,93.669197,0
Wuzhou,Wuzhou Changzhoudao Airport,WUZ,23.456699,111.248001,1
Romblon,Tugdan Airport,TBH,12.3109998703,122.084999084,1
Maragheh,Sahand Airport,ACP,37.34799957275391,46.12789916992188,1
Gorgan,Gorgan Airport,GBT,36.9094009399,54.4012985229,1
Ilam,Ilam Airport,IIL,33.58660125732422,46.40480041503906,1
Parsabad,Parsabade Moghan Airport,PFQ,39.60359954834,47.881500244141,1
Tocache,Tocache Airport,\N,-8.1829996109,-76.516998291,1
Tacheng,Tacheng Airport,TCG,46.67250061035156,83.3407974243164,1
Mardin,Mardin Airport,MQM,37.2233009338,40.6316986084,0
Zarafshan,Sugraly Airport,AFS,41.61389923095703,64.23320007324219,1
Deering,Deering Airport,DRG,66.0696029663,-162.76600647,1
Leon,Leon Airport,LEN,42.5890007019043,-5.65556001663208,1
Burgos,Burgos Airport,RGS,42.357601,-3.62076,1
Sege,Sege Airport,EGM,-8.578889846801758,157.87600708007812,0
Shahre Kord,Shahrekord Airport,CQD,32.2971992493,50.8422012329,0
Kangra,Kangra Airport,DHM,32.16510009765625,76.26339721679688,1
Nanded,Nanded Airport,NDC,19.1833000183,77.31670379639999,1
Shimla,Shimla Airport,SLV,31.0818,77.068001,0
Igiugig,Igiugig Airport,IGG,59.32400131225586,-155.90199279785156,1
New Stuyahok,New Stuyahok Airport,KNW,59.4499015808,-157.32800293,0
King Cove,King Cove Airport,KVC,55.11629867553711,-162.26600646972656,0
Port Heiden,Port Heiden Airport,PTH,56.95909881591797,-158.63299560546875,1
Togiak Village,Togiak Airport,TOG,59.05279922485352,-160.39700317382812,1
Geneina,Geneina Airport,EGN,13.48169994354248,22.467199325561523,1
Long Akah,Long Akah Airport,LKH,3.299999952316284,114.78299713134766,0
Walaha,Walaha Airport,WLH,-15.4119997025,167.690994263,1
Chaoyang,Chaoyang Airport,CHG,41.538101,120.434998,0
Samburu South,Buffalo Spring,UAS,0.530583,37.534195,0
Brus Laguna,Brus Laguna Airport,BHG,15.7631,-84.543602,0
Bonaventure,Bonaventure Airport,YVB,48.07109832763672,-65.46029663085938,0
Sialkot,Sialkot Airport,SKT,32.5355567932,74.3638916016,1
Punta del Este,Capitan Corbeta CA Curbelo International Airport,PDP,-34.855098724365234,-55.09429931640625,0
Walvis Bay,Walvis Bay Airport,WVB,-22.9799,14.6453,0
Mpacha,Katima Mulilo Airport,MPA,-17.634399,24.176701,1
Eskissehir,Anadolu Airport,AOE,39.809898,30.5194,1
Canakkale,Çanakkale Airport,CKZ,40.1376991272,26.4267997742,1
Mus,Muş Airport,MSR,38.74779891967773,41.66120147705078,0
Sinop,Sinop Airport,NOP,42.015800476074,35.066398620605,1
Çorlu,Tekirdağ Çorlu Airport,TEQ,41.13819885253906,27.919099807739254,1
Yenisehir,Bursa Yenişehir Airport,YEI,40.2551994324,29.5625991821,1
Les Saintes,Terre-de-Haut Airport,LSS,15.86439991,-61.5806007385,0
Kalemyo,Kalay Airport,KMV,23.188800811767575,94.05110168457033,1
Vieques Island,Vieques Airport,VQS,18.1158008575,-65.4226989746,0
St-Augustin,St Augustin Airport,YIF,51.2117004395,-58.6582984924,0
Hamadan,Hamadan Airport,HDM,34.86920166015625,48.5525016784668,1
Gasan,Marinduque Airport,MRQ,13.361000061035156,121.82599639892578,1
Grafton,Grafton Airport,GFN,-29.7593994140625,153.02999877929688,1
Orange,Orange Airport,OAG,-33.3816986084,149.132995605,0
Taree,Taree Airport,TRO,-31.8885993958,152.514007568,0
Choibalsan,Choibalsan Airport,COQ,48.13570022583008,114.64600372314452,0
Hohenems,Hohenems-Dornbirn Airport,HOH,47.3849983215,9.69999980927,0
Hellwege,Weser-Wümme Airport,\N,53.05389022827149,9.208610534667969,1
Krems,Krems Airport,\N,48.446389,15.634167,1
Escanaba,Delta County Airport,ESC,45.7226982117,-87.0936965942,0
Yakutat,Yakutat Airport,YAK,59.5032997131,-139.660003662,1
Goulburn,Goulburn Airport,GUL,-34.810298919677734,149.7259979248047,0
Cessnock,Cessnock Airport,CES,-32.787498,151.341995,0
Scone,Scone Airport,NSO,-32.037200927734375,150.83200073242188,1
Mudgee,Mudgee Airport,DGE,-32.5625,149.610992432,0
Maitland,Maitland Airport,MTL,-32.701265,151.492912,0
Culebra Island,Benjamin Rivera Noriega Airport,CPX,18.313289,-65.304324,1
Raron,Raron Airport,\N,46.3036003112793,7.823329925537109,1
Minsk,Borovaya Airfield,\N,53.9604611,27.6505961,1
Amlikon,Amlikon Glider Airport,\N,47.57419967651367,9.047499656677246,1
Lommis,Lommis Airfield,\N,47.524399,9.00306,1
Marion,Williamson County Regional Airport,MWA,37.75500107,-89.01110077,0
Bamburi,Burnet Municipal Kate Craddock Field,\N,30.73889923095703,-98.23860168457033,0
Fraser Island,Oceanside Municipal Airport,OCN,33.217300415039,-117.35399627686,1
Finsterwalde,Flugplatz Finsterwalde/Heinrichsruh,\N,51.634445,13.675556,0
Kirkuk,Kirkuk Air Base,KIK,35.46950149536133,44.348899841308594,0
Doha,Al Udeid Air Base,XJD,25.1173000336,51.3149986267,0
Claris,Great Barrier Aerodrome,GBZ,-36.24140167236328,175.4720001220703,0
Iron Mountain,Ford Airport,IMT,45.8184013367,-88.1145019531,0
Marquette,Marquette Airport,\N,46.53390121459961,-87.5614013671875,0
Allakaket,Allakaket Airport,AET,66.5518035889,-152.621994019,1
Dinslaken,Dinslaken/Schwarze Heide Airport,\N,51.616112,6.865278,1
Hoexter Holzminden,Höxter-Holzminden Airport,\N,51.80666732788086,9.37833309173584,1
Niijima,Niijima Airport,\N,34.3694000244,139.268997192,0
Michigan City,Michigan City Municipal Airport,MGC,41.7033004761,-86.8211975098,1
Seward,Seward Airport,SWD,60.12689971923828,-149.41900634765625,1
Grand Marais,Grand Marais Cook County Airport,GRM,47.8382987976,-90.3828964233,0
Wausau,Wausau Downtown Airport,AUW,44.9262008667,-89.6266021729,1
Kalundborg,Kalundborg Airport,\N,55.70029830932617,11.25,0
Mary,Mary Airport,MYP,37.6194,61.896702,0
Bungle Bungle,Bungle Bungle Airport,\N,-17.545299530029297,128.3070068359375,0
Sazena,Sazená Airport,\N,50.3246994019,14.2588996887,1
Spray View,Spray View Airport,\N,-17.91699981689453,25.816999435424805,1
Myvatn,Reykjahlíð Airport,MVA,65.65579986572266,-16.918100357055664,0
Sabadell,Sabadell Airport,QSA,41.52090072631836,2.1050798892974854,0
Airlie Beach,Whitsunday Island Airport,WSY,-20.27611,148.755,1
Muncie,Delaware County Johnson Field,MIE,40.2422981262207,-85.3958969116211,1
Lafayette,Purdue University Airport,LAF,40.41230010986328,-86.93689727783203,1
Georgetown,Brown County Airport,\N,38.88190078735352,-83.88269805908203,1
Las Vegas,North Las Vegas Airport,VGT,36.21070098877,-115.19400024414,1
Kenosha,Kenosha Regional Airport,ENW,42.59569931,-87.92780304,1
Montrose CO,Montrose Regional Airport,MTJ,38.5097999573,-107.893997192,1
Riverton WY,Riverton Regional Airport,RIW,43.064201355,-108.459999084,0
Pendleton,Eastern Oregon Regional At Pendleton Airport,PDT,45.695098877,-118.841003418,1
Lympne,Lympne Airport,LYM,51.08,1.013,0
Porto Heli,Porto Cheli Airport,PKH,37.297501,23.1478,0
Zell am See,Zell Am See Airport,\N,47.292222,12.7875,0
Amberley,RAAF Base Amberley,\N,-27.6406,152.712006,0
Katherine,Tindal Airport,KTR,-14.521100044250488,132.3780059814453,1
Laverton,"RAAF Williams, Laverton Base",\N,-37.86360168457031,144.74600219726562,0
Nowra,Nowra Airport,NOA,-34.94889831542969,150.53700256347656,0
Lutsk,Lutsk Airport,UCK,50.678404,25.487165,1
Chernigov,Chernihiv Shestovitsa Airport,CEJ,51.4021987915,31.1583003998,1
Ternopol,Ternopil International Airport,\N,49.5242,25.7001,0
Brest,Brest Airport,BQT,52.108299,23.8981,0
Oshkosh,Wittman Regional Airport,OSH,43.98440170288086,-88.55699920654297,0
Harlesiel,Harle Airport,\N,53.706668853759766,7.820278167724609,0
Wangerooge,Wangerooge Airport,AGE,53.78277969360352,7.913888931274414,0
Perth,RAAF Base Pearce,\N,-31.667800903320312,116.01499938964844,0
Bendigo,Bendigo Airport,BXG,-36.7393989563,144.330001831,1
Wenatchee,Pangborn Memorial Airport,EAT,47.3988990784,-120.207000732,1
Arecibo,Antonio Nery Juarbe Pol Airport,ARE,18.4500007629,-66.6753005981,1
Ringi Cove,Ringi Cove Airport,RIN,-8.12639045715332,157.14300537109375,1
Kirensk,Kirensk Airport,KCK,57.773,108.064,0
Ust-Kut,Ust-Kut Airport,UKX,56.8567008972168,105.7300033569336,1
Rimatara,Rimatara Airport,RMT,-22.63725,-152.8059,1
Triengen,Triengen Airport,\N,47.22669982910156,8.078060150146484,1
Lausanne,Lausanne-Blécherette Airport,QLS,46.54529953,6.61667013168,0
Fehraltorf,Speck-Fehraltorf Airport,\N,47.37639999389648,8.757499694824219,0
Locarno,Locarno Airport,ZJI,46.1608009338,8.87860965729,0
Neuchatel,Neuchatel Airport,QNC,46.9575004578,6.86471986771,0
Taganrog,Taganrog Yuzhny Airport,TGK,47.1983333,38.8491667,1
Gelendzhik,Gelendzhik Airport,GDZ,44.5820926295,38.0124807358,1
Ramenskoe,Zhukovsky International Airport,ZIA,55.553299,38.150002,0
Irkutsk,Irkutsk Northwest Airport,\N,52.36830139160156,104.18299865722656,1
Khabarovsk,Khabarovsk Airport,\N,48.525001525878906,135.1529998779297,1
Komsomolsk-on-Amur,Dzemgi Airport,\N,50.60559844970703,137.08099365234375,1
Sredniiy,Belaya Air Base,\N,52.915000915527344,103.5749969482422,1
Yaroslavl,Tunoshna Airport,IAR,57.56069946289063,40.15739822387695,1
Mohe County,Gu-Lian Airport,OHE,52.9127777778,122.43,1
Jining,Jining Qufu Airport,JNG,35.292778,116.346667,0
Puntarenas,Drake Bay Airport,DRK,8.71889019012,-83.6417007446,0
Altay,Altay Air Base,AAT,47.7498855591,88.08580780030002,0
Null,Tuzla International Airport,TZL,44.45869827270508,18.72480010986328,0
Dallas,NAS Fort Worth JRB/Carswell Field,FWH,32.76919937,-97.4414978,1
Naypyidaw,Naypyidaw Airport,NYT,19.623501,96.200996,0
Kyauktu,Kyaukhtu South Airport,\N,21.406700134277344,94.13030242919922,0
Jan Mayen,Jan Mayensfield,\N,70.9441166,-8.6520736,1
Bokepyin,Bokpyinn Airport,VBP,11.1494,98.735901,0
Manzhouli,Manzhouli Xijiao Airport,NZH,49.566667,117.33,1
Wuhai,Wuhai Airport,WUA,39.7934,106.7993,0
Gary,Gary Chicago International Airport,GYY,41.61629867553711,-87.41280364990234,1
Brainerd,Brainerd Lakes Regional Airport,BRD,46.39830017,-94.13809967,0
Lewisburg,Greenbrier Valley Airport,LWB,37.8582992554,-80.3994979858,1
Greenville,Pitt Greenville Airport,PGV,35.6352005,-77.38529968,1
Chefornak,Chefornak Airport,CYF,60.1492004395,-164.285995483,0
Oxnard,Oxnard Airport,OXR,34.200801849365,-119.20700073242,0
Branson,Branson Airport,BKG,36.532082,-93.200544,0
Tongren,Tongren Fenghuang Airport,TEN,27.883333,109.308889,0
Jian,Jinggangshan Airport,JGS,26.8568992615,114.736999512,0
